concept_id,concept_name,concept_code,vocabulary_id,ingredient,pcornet_vocabulary_id
43788128,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 5 by Actavis,OMOP736662,RxNorm Extension,midazolam,RX
43788129,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 25,OMOP736666,RxNorm Extension,midazolam,RX
43788130,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 25 by Actavis,OMOP736667,RxNorm Extension,midazolam,RX
43788131,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10,OMOP736674,RxNorm Extension,midazolam,RX
43788132,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 100 by Hameln,OMOP736690,RxNorm Extension,midazolam,RX
43788133,1 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren],OMOP736691,RxNorm Extension,midazolam,RX
43788685,2 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Puren] Box of 5 by Actavis,OMOP753711,RxNorm Extension,midazolam,RX
43788686,2 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Puren] Box of 25,OMOP753715,RxNorm Extension,midazolam,RX
43788687,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 5 by Actavis,OMOP753742,RxNorm Extension,midazolam,RX
43788816,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Hameln] Box of 50 by Hameln,OMOP761224,RxNorm Extension,midazolam,RX
43788817,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Hexal],OMOP761230,RxNorm Extension,midazolam,RX
43788818,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam-Ratiopharm] Box of 10 by Ratiopharm,OMOP761248,RxNorm Extension,midazolam,RX
43789235,5 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 25,OMOP770350,RxNorm Extension,midazolam,RX
43789236,5 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren],OMOP770374,RxNorm Extension,midazolam,RX
43789237,5 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 10 by Actavis,OMOP770380,RxNorm Extension,midazolam,RX
43789238,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10 by B.Braun,OMOP770443,RxNorm Extension,midazolam,RX
43789973,10 ML Midazolam 5 MG/ML Injectable Solution Box of 5,OMOP785089,RxNorm Extension,midazolam,RX
43789984,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren],OMOP785386,RxNorm Extension,midazolam,RX
43789985,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 25 by Actavis,OMOP785394,RxNorm Extension,midazolam,RX
43789986,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] by Hameln,OMOP785410,RxNorm Extension,midazolam,RX
43790203,18 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 25 by Actavis,OMOP792401,RxNorm Extension,midazolam,RX
43790670,25 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 5 by Actavis,OMOP801404,RxNorm Extension,midazolam,RX
43791472,50 ML Midazolam 2 MG/ML Injectable Solution [Midazolam-Ratiopharm],OMOP816046,RxNorm Extension,midazolam,RX
43791473,50 ML Midazolam 2 MG/ML Injectable Solution [Midazolam-Ratiopharm] Box of 50,OMOP816048,RxNorm Extension,midazolam,RX
43791486,50 ML Midazolam 1 MG/ML Injectable Solution Box of 5,OMOP816286,RxNorm Extension,midazolam,RX
43802922,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 100,OMOP674097,RxNorm Extension,midazolam,RX
43802923,Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun] Box of 4,OMOP674099,RxNorm Extension,midazolam,RX
43806169,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10 by Rotexmedica,OMOP736359,RxNorm Extension,midazolam,RX
43806182,1 ML Midazolam 5.56 MG/ML Injectable Solution [MIDAZOLAM ACCORD] Box of 10 by Accord,OMOP736639,RxNorm Extension,midazolam,RX
43806183,1 ML Midazolam 5.56 MG/ML Injectable Solution [Dormicum] Box of 5,OMOP736646,RxNorm Extension,midazolam,RX
43806184,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam-Ratiopharm] Box of 10 by Ratiopharm,OMOP736656,RxNorm Extension,midazolam,RX
43806185,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 50 by Actavis,OMOP736669,RxNorm Extension,midazolam,RX
43806187,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 50,OMOP736685,RxNorm Extension,midazolam,RX
43806754,2 ML Midazolam 5 MG/ML Injectable Solution Box of 50,OMOP753706,RxNorm Extension,midazolam,RX
43806755,2 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln] Box of 50 by Hameln,OMOP753731,RxNorm Extension,midazolam,RX
43806756,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 25 by Actavis,OMOP753747,RxNorm Extension,midazolam,RX
43806757,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 100,OMOP753750,RxNorm Extension,midazolam,RX
43806898,3 ML Midazolam 5 MG/ML Injectable Solution Box of 6,OMOP761167,RxNorm Extension,midazolam,RX
43806899,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Puren],OMOP761198,RxNorm Extension,midazolam,RX
43806900,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Hameln] Box of 10 by Hameln,OMOP761220,RxNorm Extension,midazolam,RX
43806901,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Bundeswehr] by Deutsche Bundeswehr Kommando Sanitaetsdienst Der Bundeswehr,OMOP761238,RxNorm Extension,midazolam,RX
43807313,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hexal] Box of 5,OMOP770046,RxNorm Extension,midazolam,RX
43807314,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hexal] Box of 5 by Hexal,OMOP770047,RxNorm Extension,midazolam,RX
43807315,5 ML Midazolam 1 MG/ML Injectable Solution Box of 6,OMOP770048,RxNorm Extension,midazolam,RX
43807329,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam B. Braun] Box of 20 by B.Braun,OMOP770447,RxNorm Extension,midazolam,RX
43808107,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 10 by Actavis,OMOP785392,RxNorm Extension,midazolam,RX
43808108,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 100,OMOP785397,RxNorm Extension,midazolam,RX
43808109,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun],OMOP785399,RxNorm Extension,midazolam,RX
43808110,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10,OMOP785405,RxNorm Extension,midazolam,RX
43808111,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 10,OMOP785414,RxNorm Extension,midazolam,RX
43808112,10 ML Midazolam 5.56 MG/ML Injectable Solution [Dormicum] by Roche,OMOP785424,RxNorm Extension,midazolam,RX
43808335,18 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 25 by Hameln,OMOP792414,RxNorm Extension,midazolam,RX
43808336,18 ML Midazolam 5.56 MG/ML Injectable Solution,OMOP792420,RxNorm Extension,midazolam,RX
43808831,25 ML Midazolam 2 MG/ML Injectable Solution,OMOP801397,RxNorm Extension,midazolam,RX
43808832,25 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] by Actavis,OMOP801402,RxNorm Extension,midazolam,RX
43808833,25 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln] Box of 10 by Hameln,OMOP801412,RxNorm Extension,midazolam,RX
43809648,50 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] by Actavis,OMOP816276,RxNorm Extension,midazolam,RX
43811679,100 ML Midazolam 1 MG/ML Injectable Solution [Midazolam B. Braun],OMOP840509,RxNorm Extension,midazolam,RX
43820844,Midazolam Injectable Solution [Midazolam Hexal],OMOP670383,RxNorm Extension,midazolam,RX
43820845,Midazolam 2 MG/ML Injectable Solution Box of 50,OMOP670388,RxNorm Extension,midazolam,RX
43820846,Midazolam 1 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 5,OMOP670403,RxNorm Extension,midazolam,RX
43820847,Midazolam 5 MG/ML Injectable Solution Box of 25,OMOP670413,RxNorm Extension,midazolam,RX
43821046,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 10,OMOP674094,RxNorm Extension,midazolam,RX
43821047,Midazolam 5.56 MG/ML Injectable Solution [Dormicum],OMOP674111,RxNorm Extension,midazolam,RX
43821048,Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 5,OMOP674121,RxNorm Extension,midazolam,RX
43821049,Midazolam 1 MG/ML Injectable Solution [Midazolam Puren],OMOP674139,RxNorm Extension,midazolam,RX
43821050,Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 5,OMOP674140,RxNorm Extension,midazolam,RX
43821052,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Bundeswehr] Box of 10,OMOP674170,RxNorm Extension,midazolam,RX
43824342,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam-Ratiopharm] Box of 5 by Ratiopharm,OMOP736654,RxNorm Extension,midazolam,RX
43824343,1 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln],OMOP736693,RxNorm Extension,midazolam,RX
43824929,2 ML Midazolam 5 MG/ML Injectable Solution Box of 25,OMOP753705,RxNorm Extension,midazolam,RX
43824930,2 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Puren] Box of 50,OMOP753717,RxNorm Extension,midazolam,RX
43824931,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 5,OMOP753741,RxNorm Extension,midazolam,RX
43824932,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] by Hameln,OMOP753753,RxNorm Extension,midazolam,RX
43824933,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 5 by Hameln,OMOP753755,RxNorm Extension,midazolam,RX
43824934,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 100 by Hameln,OMOP753764,RxNorm Extension,midazolam,RX
43825083,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10 by Rotexmedica,OMOP761178,RxNorm Extension,midazolam,RX
43825084,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Puren] Box of 50 by Actavis,OMOP761207,RxNorm Extension,midazolam,RX
43825085,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Hameln] Box of 5 by Hameln,OMOP761218,RxNorm Extension,midazolam,RX
43825086,3 ML Midazolam 5.57 MG/ML Injectable Solution Box of 10,OMOP761229,RxNorm Extension,midazolam,RX
43825087,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam-Ratiopharm],OMOP761241,RxNorm Extension,midazolam,RX
43825502,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hexal] by Hexal,OMOP770045,RxNorm Extension,midazolam,RX
43825520,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam-Ratiopharm] Box of 5,OMOP770333,RxNorm Extension,midazolam,RX
43825521,5 ML Midazolam 5.56 MG/ML Injectable Solution Box of 100,OMOP770341,RxNorm Extension,midazolam,RX
43825522,5 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 5,OMOP770346,RxNorm Extension,midazolam,RX
43825524,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 25 by Actavis,OMOP770412,RxNorm Extension,midazolam,RX
43825525,5 ML Midazolam 1 MG/ML Injectable Solution [MIDAZOLAM ACCORD],OMOP770431,RxNorm Extension,midazolam,RX
43826184,10 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 6 by Rotexmedica,OMOP785099,RxNorm Extension,midazolam,RX
43826205,10 ML Midazolam 5.56 MG/ML Injectable Solution [MIDAZOLAM ACCORD] Box of 10,OMOP785378,RxNorm Extension,midazolam,RX
43826206,10 ML Midazolam 5.56 MG/ML Injectable Solution Box of 100,OMOP785385,RxNorm Extension,midazolam,RX
43826207,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun] Box of 5,OMOP785403,RxNorm Extension,midazolam,RX
43826208,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10 by B.Braun,OMOP785406,RxNorm Extension,midazolam,RX
43826209,10 ML Midazolam 1 MG/ML Injectable Solution Box of 25,OMOP785429,RxNorm Extension,midazolam,RX
43826210,10 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP785449,RxNorm Extension,midazolam,RX
43826211,10 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 25 by Hameln,OMOP785455,RxNorm Extension,midazolam,RX
43826433,18 ML Midazolam 5.56 MG/ML Injectable Solution Box of 100,OMOP792391,RxNorm Extension,midazolam,RX
43826434,18 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 5 by Actavis,OMOP792397,RxNorm Extension,midazolam,RX
43826435,18 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam-Ratiopharm] Box of 5 by Ratiopharm,OMOP792424,RxNorm Extension,midazolam,RX
43826859,25 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 25 by Actavis,OMOP801406,RxNorm Extension,midazolam,RX
43827699,50 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP816281,RxNorm Extension,midazolam,RX
43838877,Midazolam 5 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10,OMOP670417,RxNorm Extension,midazolam,RX
43839090,Midazolam Injectable Solution [Midazolam Bundeswehr],OMOP674062,RxNorm Extension,midazolam,RX
43839092,Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren],OMOP674092,RxNorm Extension,midazolam,RX
43839093,Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun] Box of 5,OMOP674100,RxNorm Extension,midazolam,RX
43839095,Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 10,OMOP674122,RxNorm Extension,midazolam,RX
43842405,1 ML Midazolam 5.56 MG/ML Injectable Solution Box of 5,OMOP736657,RxNorm Extension,midazolam,RX
43842406,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 10,OMOP736663,RxNorm Extension,midazolam,RX
43842976,2 ML Midazolam 5 MG/ML Injectable Solution Box of 5,OMOP753703,RxNorm Extension,midazolam,RX
43842977,2 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln] by Hameln,OMOP753722,RxNorm Extension,midazolam,RX
43842978,2 ML Midazolam 1 MG/ML Injectable Solution Box of 5,OMOP753734,RxNorm Extension,midazolam,RX
43843118,3 ML Midazolam 5 MG/ML Injectable Solution Box of 25,OMOP761169,RxNorm Extension,midazolam,RX
43843119,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Puren] Box of 25 by Actavis,OMOP761205,RxNorm Extension,midazolam,RX
43843517,5 ML Midazolam 1 MG/ML Injectable Solution Box of 10,OMOP770049,RxNorm Extension,midazolam,RX
43843535,5 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 5 by Actavis,OMOP770347,RxNorm Extension,midazolam,RX
43843536,5 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 5 by Actavis,OMOP770378,RxNorm Extension,midazolam,RX
43843537,5 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln] Box of 25,OMOP770394,RxNorm Extension,midazolam,RX
43843538,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 100 by Actavis,OMOP770417,RxNorm Extension,midazolam,RX
43843540,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 25,OMOP770424,RxNorm Extension,midazolam,RX
43843541,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 100,OMOP770429,RxNorm Extension,midazolam,RX
43843542,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam B. Braun] Box of 4 by B.Braun,OMOP770441,RxNorm Extension,midazolam,RX
43844279,10 ML Midazolam 5.56 MG/ML Injectable Solution [MIDAZOLAM ACCORD],OMOP785376,RxNorm Extension,midazolam,RX
43844280,10 ML Midazolam 5.56 MG/ML Injectable Solution Box of 50,OMOP785384,RxNorm Extension,midazolam,RX
43844281,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 50 by Actavis,OMOP785396,RxNorm Extension,midazolam,RX
43844282,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun] Box of 20,OMOP785407,RxNorm Extension,midazolam,RX
43844285,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 50,OMOP785418,RxNorm Extension,midazolam,RX
43844500,18 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 100,OMOP792404,RxNorm Extension,midazolam,RX
43845778,50 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP816289,RxNorm Extension,midazolam,RX
43845779,50 ML Midazolam 1 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10,OMOP816296,RxNorm Extension,midazolam,RX
43845780,50 ML Midazolam 1 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10 by B.Braun,OMOP816297,RxNorm Extension,midazolam,RX
43856951,Midazolam 1 MG/ML Injectable Solution Box of 25,OMOP670399,RxNorm Extension,midazolam,RX
43856952,Midazolam 1 MG/ML Injectable Solution [Midazolam Rotexmedica],OMOP670401,RxNorm Extension,midazolam,RX
43856953,Midazolam 5 MG/ML Injectable Solution Box of 5,OMOP670410,RxNorm Extension,midazolam,RX
43857173,Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 50,OMOP674143,RxNorm Extension,midazolam,RX
43857174,Midazolam 1 MG/ML Injectable Solution Box of 4,OMOP674156,RxNorm Extension,midazolam,RX
43860578,1 ML Midazolam 5 MG/ML Injectable Solution Box of 6,OMOP736348,RxNorm Extension,midazolam,RX
43860579,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Rotexmedica],OMOP736351,RxNorm Extension,midazolam,RX
43860593,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam-Ratiopharm] Box of 5,OMOP736653,RxNorm Extension,midazolam,RX
43860594,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] by Hameln,OMOP736678,RxNorm Extension,midazolam,RX
43860595,1 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Hameln] Box of 50 by Hameln,OMOP736686,RxNorm Extension,midazolam,RX
43860596,1 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] by Actavis,OMOP736692,RxNorm Extension,midazolam,RX
43861172,2 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Hameln] Box of 25,OMOP753728,RxNorm Extension,midazolam,RX
43861173,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 10,OMOP753743,RxNorm Extension,midazolam,RX
43861174,2 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 100 by Actavis,OMOP753751,RxNorm Extension,midazolam,RX
43861306,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Rotexmedica] by Rotexmedica,OMOP761171,RxNorm Extension,midazolam,RX
43861307,3 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10,OMOP761177,RxNorm Extension,midazolam,RX
43861308,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam B. Braun] by B.Braun,OMOP761211,RxNorm Extension,midazolam,RX
43861309,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam B. Braun] Box of 10,OMOP761213,RxNorm Extension,midazolam,RX
43861310,3 ML Midazolam 5.57 MG/ML Injectable Solution Box of 5,OMOP761228,RxNorm Extension,midazolam,RX
43861311,3 ML Midazolam 5.57 MG/ML Injectable Solution [Midazolam Hexal] by Hexal,OMOP761231,RxNorm Extension,midazolam,RX
43861699,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10,OMOP770058,RxNorm Extension,midazolam,RX
43861700,5 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Rotexmedica] Box of 10 by Rotexmedica,OMOP770059,RxNorm Extension,midazolam,RX
43861718,5 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 100,OMOP770354,RxNorm Extension,midazolam,RX
43861719,5 ML Midazolam 2 MG/ML Injectable Solution Box of 5,OMOP770370,RxNorm Extension,midazolam,RX
43861720,5 ML Midazolam 2 MG/ML Injectable Solution Box of 50,OMOP770372,RxNorm Extension,midazolam,RX
43861721,5 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 5,OMOP770377,RxNorm Extension,midazolam,RX
43861722,5 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 25 by Actavis,OMOP770382,RxNorm Extension,midazolam,RX
43861723,5 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln] Box of 5,OMOP770390,RxNorm Extension,midazolam,RX
43862481,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 100 by Actavis,OMOP785398,RxNorm Extension,midazolam,RX
43862482,10 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam B. Braun] by B.Braun,OMOP785400,RxNorm Extension,midazolam,RX
43862483,10 ML Midazolam 1 MG/ML Injectable Solution Box of 10,OMOP785428,RxNorm Extension,midazolam,RX
43862484,10 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Puren] Box of 50 by Actavis,OMOP785444,RxNorm Extension,midazolam,RX
43862485,10 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 5 by Hameln,OMOP785450,RxNorm Extension,midazolam,RX
43862486,10 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 50 by Hameln,OMOP785457,RxNorm Extension,midazolam,RX
43862710,18 ML Midazolam 5.56 MG/ML Injectable Solution Box of 25,OMOP792389,RxNorm Extension,midazolam,RX
43862711,18 ML Midazolam 5.56 MG/ML Injectable Solution Box of 50,OMOP792390,RxNorm Extension,midazolam,RX
43862712,18 ML Midazolam 5.56 MG/ML Injectable Solution [Midazolam Puren] Box of 100 by Actavis,OMOP792405,RxNorm Extension,midazolam,RX
43863175,25 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Puren] Box of 25,OMOP801405,RxNorm Extension,midazolam,RX
43863983,50 ML Midazolam 2 MG/ML Injectable Solution [Midazolam-Ratiopharm] by Ratiopharm,OMOP816047,RxNorm Extension,midazolam,RX
43863984,50 ML Midazolam 1 MG/ML Injectable Solution Box of 50,OMOP816050,RxNorm Extension,midazolam,RX
43863999,50 ML Midazolam 2 MG/ML Injectable Solution [Midazolam Hameln] by Hameln,OMOP816280,RxNorm Extension,midazolam,RX
43864000,50 ML Midazolam 1 MG/ML Injectable Solution [Midazolam Hameln] Box of 10 by Hameln,OMOP816292,RxNorm Extension,midazolam,RX
43864001,50 ML Midazolam 1 MG/ML Injectable Solution [Midazolam B. Braun] by B.Braun,OMOP816295,RxNorm Extension,midazolam,RX
44030893,Midazolam Injectable Solution [Pms-Midazolam],OMOP1025524,RxNorm Extension,midazolam,RX
44036884,Midazolam 5 MG/ML Injectable Solution [Versed] by Roche,OMOP1031515,RxNorm Extension,midazolam,RX
44036885,Midazolam 1 MG/ML Injectable Solution by Hospira,OMOP1031516,RxNorm Extension,midazolam,RX
44063046,Midazolam 5 MG/ML Injectable Solution by Fresenius,OMOP1057677,RxNorm Extension,midazolam,RX
44073092,Midazolam 1 MG/ML Injectable Solution [Apo-Midazolam],OMOP1067723,RxNorm Extension,midazolam,RX
44082638,Midazolam Injectable Solution [Apo-Midazolam],OMOP1077269,RxNorm Extension,midazolam,RX
44088608,Midazolam 1 MG/ML Injectable Solution [Apo-Midazolam] by Apotex,OMOP1083239,RxNorm Extension,midazolam,RX
44098945,Midazolam 5 MG/ML Injectable Solution [Apo-Midazolam],OMOP1093576,RxNorm Extension,midazolam,RX
44101625,Midazolam 5 MG/ML Injection by Novopharm,OMOP1096256,RxNorm Extension,midazolam,RX
44101626,Midazolam 5 MG/ML Injectable Solution [Apo-Midazolam] by Apotex,OMOP1096257,RxNorm Extension,midazolam,RX
44114477,Midazolam 1 MG/ML Injectable Solution by Sandoz,OMOP1109108,RxNorm Extension,midazolam,RX
44121544,Midazolam Injection [Midazolam Bp],OMOP1116175,RxNorm Extension,midazolam,RX
44127604,Midazolam 1 MG/ML Injectable Solution [Versed] by Roche,OMOP1122235,RxNorm Extension,midazolam,RX
44127605,Midazolam 1 MG/ML Injection by Pfizer,OMOP1122236,RxNorm Extension,midazolam,RX
44189433,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Puren],OMOP3066156,RxNorm Extension,midazolam,RX
44189550,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Puren] Box of 5 by Puren,OMOP3066273,RxNorm Extension,midazolam,RX
44189919,1 ML Midazolam 5 MG/ML Injectable Solution [Midazolam Puren] Box of 5,OMOP3066642,RxNorm Extension,midazolam,RX
45774456,2 ML midazolam 5 MG/ML Prefilled Syringe,1551393,RxNorm,midazolam,RX
45774457,midazolam 5 MG/ML Prefilled Syringe,1551394,RxNorm,midazolam,RX
45774458,1 ML midazolam 5 MG/ML Prefilled Syringe,1551395,RxNorm,midazolam,RX
46287611,midazolam Cartridge,1666776,RxNorm,midazolam,RX
46287612,2 ML midazolam 1 MG/ML Cartridge,1666777,RxNorm,midazolam,RX
46287613,midazolam 1 MG/ML Cartridge,1666778,RxNorm,midazolam,RX
46287617,midazolam Injection,1666797,RxNorm,midazolam,RX
46287618,2 ML midazolam 1 MG/ML Injection,1666798,RxNorm,midazolam,RX
46287619,midazolam 1 MG/ML Injection,1666799,RxNorm,midazolam,RX
46287620,5 ML midazolam 1 MG/ML Injection,1666800,RxNorm,midazolam,RX
46287621,1 ML midazolam 5 MG/ML Injection,1666814,RxNorm,midazolam,RX
46287622,midazolam 5 MG/ML Injection,1666815,RxNorm,midazolam,RX
46287623,1 ML midazolam 5 MG/ML Cartridge,1666821,RxNorm,midazolam,RX
46287624,midazolam 5 MG/ML Cartridge,1666822,RxNorm,midazolam,RX
46287625,2 ML midazolam 5 MG/ML Injection,1666823,RxNorm,midazolam,RX
587238,Fentanyl 0.0251 MG/ML Injectable Solution Box of 1,OMOP3136611,RxNorm Extension,fentanyl,RX
739545,fentanyl Prefilled Syringe,2474266,RxNorm,fentanyl,RX
739546,fentanyl 0.05 MG/ML Prefilled Syringe,2474268,RxNorm,fentanyl,RX
740241,2 ML fentanyl 0.05 MG/ML Prefilled Syringe,2474267,RxNorm,fentanyl,RX
740242,1 ML fentanyl 0.05 MG/ML Prefilled Syringe,2474269,RxNorm,fentanyl,RX
790240,1 ML fentanyl 0.05 MG/ML Injection,2168270,RxNorm,fentanyl,RX
1154321,2 ML fentanyl 0.05 MG/ML Cartridge,727759,RxNorm,fentanyl,RX
2026498,30 ML fentanyl 0.05 MG/ML Injectable Solution by Daihan,OMOP4925137,RxNorm Extension,fentanyl,RX
2026499,30 ML fentanyl 0.05 MG/ML Injectable Solution by Hana,OMOP4925138,RxNorm Extension,fentanyl,RX
