concept_id,concept_name,vocabulary_id,codeset
36889782,OMOP994696,Dobutamine 14 MG/ML Injection Box of 5,pressors
43215540,OMOP481280,Dopamine 5 MG/ML [DOPAMINE PIERRE FABRE],pressors
41366477,OMOP2564439,10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5 by Ratiopharm,pressors
36411289,OMOP3103331,50 ML Milrinone 0.6 MG/ML Injectable Solution Box of 1,pressors
43219026,OMOP515782,10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE PIERRE FABRE],pressors
35831114,OMOP5037202,dobutamine 1 MG/ML [Dobutrex],pressors
21117860,OMOP319340,50 ML Dopamine 4 MG/ML Injection Box of 1,pressors
35867788,OMOP5024319,dobutamine 125 MG,pressors
43621728,OMOP958997,Dobutamine 0.528 MG/MG Injectable Solution,pressors
40961237,OMOP2159199,Dobutamine 250 MG Injectable Solution Box of 1,pressors
44037744,OMOP1032375,Dobutamine 12.5 MG/ML Injection by Ivax,pressors
41398067,OMOP2596029,50 ML Dopamine 5 MG/ML Injectable Solution Box of 10 by Fresenius,pressors
43162223,OMOP494305,Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE SILCAR],pressors
43819323,OMOP951201,Dopamine 40 MG/ML [Dopamin Fresenius],pressors
41190567,OMOP2388529,Dobutamine 250 MG Injectable Solution [Dobutamin Hexal] Box of 1,pressors
43215537,OMOP481263,Dopamine Prefilled Syringe [DOPAMINE MYLAN],pressors
41365157,OMOP2563119,10 ML Dopamine 5 MG/ML Injectable Solution Box of 5,pressors
42972460,OMOP4698871,Vasopressin (USP) Injectable Solution [VASOPRESSIN HANLIM],pressors
41044297,OMOP2242259,Vasopressin (USP) 0.25 UNT/ML,pressors
42918890,OMOP4645768,250 ML Dopamine 3.2 MG/ML / Glucose 50 MG/ML Injectable Solution,pressors
2025279,OMOP4923865,250 ML dobutamine 1 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
1368671,52769,milrinone,pressors
41355951,OMOP2553913,5 ML Dopamine 10 MG/ML Injectable Solution Box of 30 by Carinopharm,pressors
41380496,OMOP2578458,20 ML Dobutamine 14 MG/ML Injectable Solution Box of 10,pressors
35150908,OMOP4807955,Dobutamine Prefilled Syringe [Dobupum],pressors
36403592,OMOP3095634,Milrinone 0.2 MG/ML Injectable Solution,pressors
1719037,1812168,20 ML dobutamine 12.5 MG/ML Injection,pressors
41392018,OMOP2589980,50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 10 by Mylan,pressors
36808924,OMOP4822963,10 ML Milrinone 1 MG/ML Injection [Primacor],pressors
41400161,OMOP2598123,50 ML Dobutamine 5 MG/ML Injectable Solution Box of 5 by Ratiopharm,pressors
36054975,OMOP4980285,20 ML dobutamine 12.5 MG/ML Injectable Solution,pressors
41172001,OMOP2369963,Milrinone 1.42 MG/ML [Milrinon Carino],pressors
43819775,OMOP959008,Dobutamine 5.6 MG/ML Injectable Solution Box of 5,pressors
43042088,OMOP4857112,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe Box of 10 by Mylan,pressors
35160720,OMOP4817696,Dopamine 20 MG/ML [Critpan],pressors
35148638,OMOP4805700,Dopamine 3 MG/ML Prefilled Syringe [Inovan],pressors
35831113,OMOP5037203,dobutamine 1 MG/ML Injectable Solution [Dobutrex],pressors
43712832,OMOP671716,Milrinone 1 MG/ML [Unacor],pressors
35158314,OMOP4815312,50 ML Dobutamine 6 MG/ML Prefilled Syringe,pressors
40713260,OMOP4743749,50 ML Dobutamine 1.2 MG/ML Injectable Solution Box of 1,pressors
36813521,OMOP4827552,Milrinone 1 MG/ML Injection [Primacor] Box of 10,pressors
43591404,OMOP768648,5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 5 by Carinopharm,pressors
43664490,OMOP785161,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10 by Hikma,pressors
43585286,OMOP951236,Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 2,pressors
42940587,OMOP4667237,Dobutamine 1 MG/ML / Glucose 50 MG/ML Injectable Solution [DOBUTAMINE HCI PREMIX],pressors
21160475,OMOP361508,Milrinone 1 MG/ML Injection Box of 1,pressors
43826679,OMOP796552,20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 20,pressors
44044328,OMOP1038959,Dobutamine Injection [Dobutamine Sdz],pressors
43297063,OMOP563713,10 ML Milrinone 1 MG/ML Injection Box of 10,pressors
40714146,OMOP4743544,50 ML Dopamine 2.4 MG/ML Injectable Solution Box of 1,pressors
21146721,OMOP307736,5 ML Dobutamine 50 MG/ML Injection [Posiject] by Boehringer Ingelheim,pressors
43753266,OMOP768640,5 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius],pressors
43647841,OMOP814792,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10 by Fresenius,pressors
35145595,OMOP4802683,10 ML Milrinone 1 MG/ML Injectable Solution by Janssen,pressors
35867798,OMOP5024329,dobutamine Injectable Solution [Aowanyuan],pressors
43138640,OMOP481262,Dopamine Prefilled Syringe [DOPAMINE AGUETTANT],pressors
43611621,OMOP814771,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 50,pressors
41399259,OMOP2597221,50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay],pressors
41363678,OMOP2561640,10 ML Dopamine 5 MG/ML Injectable Solution,pressors
35157883,OMOP4814882,Dobutamine 3 MG/ML,pressors
2062443,OMOP4963695,dobutamine 50 MG/ML Injectable Solution [DOBUMINE],pressors
43646322,OMOP785146,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10 by Carinopharm,pressors
36814674,OMOP4828714,Milrinone 1 MG/ML Injection Box of 5,pressors
40925933,OMOP2123895,Dopamine Injectable Solution [Dopamin Ratiopharm],pressors
40929924,OMOP2127886,Dopamine 10 MG/ML Injectable Solution Box of 50,pressors
41366683,OMOP2564645,10 ML Dopamine 20 MG/ML Injectable Solution Box of 100,pressors
783670,OMOP4831502,Dobutamine Injectable Solution [Dobutamine EG],pressors
35134892,OMOP4792089,Dopamine 6 MG/ML [Inovan],pressors
21039417,OMOP319338,50 ML Dopamine 4 MG/ML Injection,pressors
40747702,OMOP4709602,Dopamine 1.2 MG/ML,pressors
35865883,OMOP5022744,milrinone 1 MG/ML [Lunanlikang],pressors
42966519,OMOP4692978,Dopamine 2 MG/ML / Glucose 50 MG/ML Injectable Solution,pressors
35132643,OMOP4789868,Milrinone 1 MG/ML Injectable Solution [Milrila],pressors
42940590,OMOP4667240,Dobutamine / Glucose Injectable Solution [DOBUTAMINE HCI PREMIX],pressors
41207525,OMOP2405487,Dobutamine Injectable Suspension [Dobutrex],pressors
41396236,OMOP2594198,50 ML Dopamine 10 MG/ML Injectable Solution Box of 1,pressors
35783121,OMOP2784582,20 ML Dobutamine 12.5 MG/ML Injectable Suspension by A A H,pressors
43175030,OMOP513589,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 100,pressors
35782117,OMOP2783578,10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10,pressors
41380083,OMOP2578045,20 ML Dobutamine 14 MG/ML Injectable Solution Box of 500,pressors
21107552,OMOP308846,5 ML Dopamine 160 MG/ML Injection by Hospira,pressors
41023447,OMOP2221409,Dopamine 10 MG/ML Injectable Solution Box of 20,pressors
40747708,OMOP4709596,Dopamine 0.6 MG/ML Injectable Solution Box of 1,pressors
41002851,OMOP2200813,Dopamine 3.2 MG/ML Injectable Solution [Dopamin Premix] Box of 12,pressors
41382246,OMOP2580208,20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal],pressors
41065125,OMOP2263087,Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 500,pressors
42799674,1292750,dopamine hydrochloride 1.6 MG/ML,pressors
42966516,OMOP4692975,Dopamine 1.6 MG/ML / Glucose 50 MG/ML Injectable Solution,pressors
35129453,OMOP4786720,Dopamine 20 MG/ML Injectable Solution [Inovan],pressors
21174284,OMOP269849,Dopamine 4 MG/ML,pressors
40971507,OMOP2169469,Dobutamine 250 MG Injectable Solution [Dobutrex] Box of 5,pressors
35867799,OMOP5024330,dobutamine Injectable Solution [Anchang],pressors
42628990,1791841,milrinone lactate 0.2 MG/ML Injection,pressors
43844818,OMOP797742,20 ML Milrinone 1 MG/ML Injection [Unacor],pressors
43042089,OMOP4857113,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe Box of 10 by Panpharma,pressors
43820918,OMOP671734,Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma],pressors
42799680,1292882,dopamine hydrochloride 20 MG/ML,pressors
35147661,OMOP4804732,2.5 ML Dopamine 20 MG/ML Injectable Solution [Inovan],pressors
36408872,OMOP3100914,Dopamine 4 MG/ML Injectable Solution Box of 1,pressors
43736152,OMOP783216,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 20,pressors
43754022,OMOP783207,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino],pressors
36890769,OMOP993704,Dopamine 5 MG/ML Injection,pressors
42940603,OMOP4667253,Dobutamine Injectable Solution [DOBUTAMIN HCI MYUNGMOON],pressors
2025408,OMOP4923994,200 ML dopamine 4 MG/ML / glucose 50 MG/ML Injectable Solution [CJ DOPAMIX] by CJ,pressors
2028401,OMOP4927152,5 ML dobutamine 50 MG/ML Injectable Solution [DOBUMINE] by Dongkook,pressors
42966538,OMOP4692997,Dopamine 40 MG/ML [TROPIN],pressors
35134969,OMOP4792167,Dopamine Injectable Solution [Tsurudopami],pressors
40909243,OMOP2107205,Dobutamine 14 MG/ML Injectable Solution [Dobutrex],pressors
43741388,OMOP864038,530 MG Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm],pressors
43149565,OMOP481298,Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT] Box of 50,pressors
2062445,OMOP4963697,dobutamine Prefilled Syringe [DOBUMINE],pressors
41117506,OMOP2315468,Dobutamine 14 MG/ML Injectable Solution,pressors
35781970,OMOP2783431,10 ML Milrinone 1 MG/ML Injectable Solution [Primacor],pressors
36779629,OMOP4767939,20 ML Dobutamine 12.5 MG/ML Intravenous Solution,pressors
35138293,OMOP4795454,Dobutamine 100 MG Injectable Solution by Pfizer,pressors
43041059,OMOP4856089,10 ML Milrinone 1 MG/ML Prefilled Syringe Box of 10 by Stragen,pressors
43259021,OMOP563715,10 ML Milrinone 1 MG/ML Injection [Primacor] Box of 10,pressors
44092945,OMOP1087576,Milrinone 1 MG/ML [Apo-Milrinone],pressors
40714149,OMOP4743541,50 ML Dopamine 0.6 MG/ML Injectable Solution Box of 1,pressors
41381641,OMOP2579603,20 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution,pressors
40971510,OMOP2169472,Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal] Box of 5,pressors
35142159,OMOP4799277,Dopamine 1 MG/ML Prefilled Syringe [Inovan],pressors
43736151,OMOP783208,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] by Carinopharm,pressors
21156744,OMOP308827,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1 by UCB,pressors
44101624,OMOP1096255,Milrinone 1 MG/ML Injection [Apo-Milrinone] by Apotex,pressors
43701850,OMOP814788,50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 10,pressors
42480389,OMOP419717,Dobutamine 12.5 MG/ML Injection [Dobutrex],pressors
41117495,OMOP2315457,Dopamine 20 MG/ML Injectable Solution Box of 5,pressors
43629740,OMOP814765,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 5,pressors
43280721,OMOP562752,5 ML Dopamine 40 MG/ML Injection by Dbl,pressors
2028387,OMOP4927138,5 ML dopamine 40 MG/ML Injectable Solution [MYUNGMOON INOPAN],pressors
43193652,OMOP481276,Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE MYLAN] Box of 50,pressors
35146493,OMOP4803571,150 ML Milrinone 0.15 MG/ML Injectable Solution,pressors
43843453,OMOP768649,5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 6,pressors
2062427,OMOP4963679,dopamine 1 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
43693862,OMOP959014,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 20,pressors
44058822,OMOP1053453,Dopamine 1.6 MG/ML / Glucose 50 MG/ML Injection,pressors
41372729,OMOP2570691,10 ML Dopamine 20 MG/ML Injectable Solution Box of 50,pressors
36223616,1160506,vasopressin (USP) Injectable Product,pressors
42479551,OMOP417478,10 ML Milrinone 1 MG/ML Prefilled Syringe,pressors
35783056,OMOP2784517,20 ML Dobutamine 12.5 MG/ML Injectable Suspension by Hameln,pressors
43693402,OMOP951217,Dopamine 10 MG/ML [Dopamin Carino],pressors
43041057,OMOP4856087,10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Medac,pressors
21068321,OMOP308837,5 ML Dopamine 40 MG/ML Injection Box of 5 by A A H,pressors
2025406,OMOP4923992,200 ML dopamine 4 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
43863944,OMOP814796,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 2,pressors
44132562,OMOP1127193,0.5 ML Vasopressin (USP) 20 UNT/ML Injectable Solution Box of 10,pressors
35161636,OMOP4818602,10 ML Milrinone 1 MG/ML Injectable Solution by Takata,pressors
35784082,OMOP2785543,50 ML Milrinone 1 MG/ML Injectable Solution Box of 1,pressors
41437466,OMOP2635428,250 ML Dopamine 3.2 MG/ML Injectable Solution [Dopamin Premix],pressors
35157982,OMOP4814981,Milrinone 0.15 MG/ML Injectable Solution,pressors
35152795,OMOP4809828,50 ML Dopamine 6 MG/ML Prefilled Syringe [Inovan],pressors
21166490,OMOP308856,5 ML Dopamine 160 MG/ML Injection Box of 10 by A A H,pressors
43683796,OMOP814763,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln],pressors
44123506,OMOP1118137,Dopamine 0.8 MG/ML / Glucose 50 MG/ML Injection,pressors
43040180,OMOP4855213,5 ML Dopamine 40 MG/ML Injectable Solution Box of 50 by Aguettant,pressors
35867792,OMOP5024323,dobutamine 20 MG,pressors
40240699,1114879,dopamine hydrochloride 40 MG/ML,pressors
43610126,OMOP785135,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 5 by Claris,pressors
2062440,OMOP4963692,dobutamine 4 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
40742761,OMOP4714270,Milrinone Injectable Solution [Primacor],pressors
35783916,OMOP2785377,50 ML Dobutamine 5 MG/ML Injectable Solution by Hameln,pressors
43040184,OMOP4855217,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 100 by Renaudin,pressors
40953988,OMOP2151950,Dopamine 10 MG/ML [Dopamin Ratiopharm],pressors
36885592,OMOP1004460,Milrinone Injectable Solution,pressors
35144125,OMOP4801221,Milrinone 1 MG/ML [Milrila],pressors
36270739,OMOP3121614,Dobutamine 12.5 MG/ML Injection [Dobutamine EG],pressors
40742759,OMOP4714272,Milrinone 1 MG/ML Injectable Solution [Primacor],pressors
36231288,1181259,Pitressin Injectable Product,pressors
40971462,OMOP2169424,Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 50,pressors
43718067,OMOP785140,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 25 by Claris,pressors
43603787,OMOP958994,Dobutamine Injectable Solution [Dobutamin Hexal],pressors
42940589,OMOP4667239,Dobutamine / Glucose Injectable Solution,pressors
41393533,OMOP2591495,50 ML Dopamine 10 MG/ML Injectable Solution Box of 10,pressors
35867377,OMOP5024299,dopamine 5 MG Injectable Solution,pressors
43041055,OMOP4856085,10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Carinopharm,pressors
36054969,OMOP4980277,20 ML dobutamine 12.5 MG/ML Injectable Solution [Dobutrex] Box of 1,pressors
35161535,OMOP4818504,10 ML Dopamine 20 MG/ML Injectable Solution by Teva Takeda,pressors
2025409,OMOP4923995,200 ML dopamine 1 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
783671,OMOP4831503,Dobutamine 12.5 MG/ML Injectable Solution [Dobutamine EG],pressors
43150094,OMOP485899,Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC],pressors
36410338,OMOP3102380,5 ML Dopamine 160 MG/ML Injectable Solution Box of 10 by A A H,pressors
40712104,OMOP4745034,100 ML Dobutamine 5 MG/ML Injectable Solution Box of 10,pressors
43175260,OMOP515776,10 ML Dopamine 5 MG/ML Prefilled Syringe,pressors
35146356,OMOP4803436,Dopamine 3 MG/ML Injectable Solution,pressors
40847099,OMOP2045061,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal] Box of 1,pressors
43844267,OMOP785150,10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen] Box of 10,pressors
35201975,2058469,100 ML dopamine hydrochloride 0.8 MG/ML Injection,pressors
41078936,OMOP2276898,Dopamine 20 MG/ML [Dopamin Solvay],pressors
40940560,OMOP2138522,Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 250,pressors
21038826,OMOP308857,5 ML Dopamine 160 MG/ML Injection Box of 10 by Martindale,pressors
35784393,OMOP2785854,50 ML Dobutamine 5 MG/ML Injectable Solution Box of 1 by Hameln,pressors
43675669,OMOP951230,Dopamine 5 MG/ML Injection Box of 2,pressors
43040983,OMOP4856013,10 ML Dopamine 5 MG/ML Prefilled Syringe Box of 10 by Renaudin,pressors
2028375,OMOP4927126,5 ML dopamine 80 MG/ML Injectable Solution [TROPIN] by Hanlim,pressors
43838955,OMOP671736,Milrinone 1 MG/ML Injectable Solution [Corotrop],pressors
41394939,OMOP2592901,50 ML Dobutamine 0.1 MG/ML Injectable Solution Box of 1,pressors
44088606,OMOP1083237,Milrinone 1 MG/ML Injection [Primacor] by Sanofi,pressors
40729360,OMOP4727661,Dobutamine 1.2 MG/ML,pressors
43610127,OMOP785145,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10,pressors
36404300,OMOP3096342,Dopamine 1.6 MG/ML Injectable Solution,pressors
35140890,OMOP4798025,Dopamine 20 MG/ML [Tsurudopami],pressors
43139156,OMOP485898,Milrinone 1 MG/ML Prefilled Syringe [COROTROPE] Box of 10,pressors
35758640,OMOP2760101,Dobutamine 50 MG/ML Injectable Solution [Posiject],pressors
41306966,OMOP2504928,Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 10,pressors
41172797,OMOP2370759,Dobutamine 5.6 MG/ML [Dobutamin Hexal],pressors
43280940,OMOP564635,20 ML Dobutamine 12.5 MG/ML Injection by Claris,pressors
36410477,OMOP3102519,5 ML Dopamine 160 MG/ML Injectable Solution by A A H,pressors
21058466,OMOP310240,10 ML Milrinone 1 MG/ML Prefilled Syringe [Primacor] Box of 10 by Sanofi,pressors
36224130,1159604,dobutamine Injectable Product,pressors
43186123,OMOP515785,10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE PIERRE FABRE] Box of 50 by Pierre Fabre,pressors
35149995,OMOP4807049,10 ML Milrinone 1 MG/ML Injectable Solution by Teva Takeda,pressors
43611624,OMOP814791,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10,pressors
40031956,377100,dopamine Injectable Solution,pressors
43790482,OMOP796550,20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5 by Hameln,pressors
2025272,OMOP4923858,250 ML dopamine 0.8 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
40729351,OMOP4727670,Dobutamine 1 MG/ML Injectable Solution Box of 10,pressors
40747705,OMOP4709599,Dopamine 2.4 MG/ML Injectable Solution,pressors
42966517,OMOP4692976,Dopamine 1.6 MG/ML / Glucose 50 MG/ML Injectable Solution [CJ DOPAMINE HCL PREMIX],pressors
41370480,OMOP2568442,10 ML Dopamine 20 MG/ML Injectable Solution Box of 10,pressors
42940600,OMOP4667250,Dobutamine 50 MG/ML [TOBUREX],pressors
2028392,OMOP4927143,5 ML dobutamine 50 MG/ML Prefilled Syringe,pressors
36779627,OMOP4767936,20 ML Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex] Box of 10,pressors
42918966,OMOP4645843,200 ML Dopamine 2 MG/ML / Glucose 50 MG/ML Injectable Solution,pressors
36808883,OMOP4822923,10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Stragen,pressors
43151053,OMOP494304,Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE PANPHARMA] Box of 10,pressors
42799676,1292763,dopamine hydrochloride 10 MG/ML,pressors
43748770,OMOP671738,Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 10,pressors
44132850,OMOP1127481,0.5 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin],pressors
40898812,OMOP2096774,Dobutamine 250 MG Injectable Suspension Box of 1,pressors
44182724,OMOP3059447,Dobutamine 250 MG Injectable Suspension [Dobutamin Hexal] Box of 1 by Novartis,pressors
42921147,OMOP4647983,5 ML Dobutamine 50 MG/ML Injectable Solution [DOBUTAMINE HCL HUONS],pressors
35866679,OMOP5024307,dobutamine 2 MG/ML Injection [Fenghaifen],pressors
40715091,OMOP4741899,10 ML Milrinone 1 MG/ML Injectable Solution Box of 5 by Peckforton,pressors
35867797,OMOP5024328,dobutamine Injectable Solution [Fenghaifen],pressors
43592188,OMOP785141,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino],pressors
35131771,OMOP4789006,Dobutamine 100 MG,pressors
2025263,OMOP4923849,250 ML dopamine 2 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
21156745,OMOP308844,5 ML Dopamine 40 MG/ML Injection Box of 50 by Hospira,pressors
42966541,OMOP4693000,Dopamine 80 MG/ML [TROPIN],pressors
21068320,OMOP308830,5 ML Dopamine 40 MG/ML Injection by AMCo,pressors
43862461,OMOP785144,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 5 by Carinopharm,pressors
41180051,OMOP2378013,Dopamine 5 MG/ML Injectable Solution Box of 300,pressors
40712103,OMOP4745035,100 ML Dobutamine 1 MG/ML Injectable Solution,pressors
43723256,OMOP864039,530 MG Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm] by Ratiopharm,pressors
40087303,374284,vasopressin (USP) Injectable Suspension,pressors
41304346,OMOP2502308,Dobutamine 5 MG/ML Injectable Solution Box of 10,pressors
43626994,OMOP760813,3 ML Dopamine 5 MG/ML Injection Box of 10,pressors
43290740,OMOP553968,Dobutamine 250 MG Injection,pressors
35867779,OMOP5024310,dobutamine 2 MG/ML [Fenghaifen],pressors
21137446,OMOP318127,50 ML Milrinone 0.2 MG/ML Injection Box of 1,pressors
35159013,OMOP4816000,Dopamine 1 MG/ML Prefilled Syringe,pressors
35134108,OMOP4791310,5 ML Dopamine 20 MG/ML Injectable Solution by Janssen,pressors
36895733,OMOP996523,20 ML Dobutamine 14 MG/ML Injection Box of 5,pressors
35867778,OMOP5024309,dobutamine 2 MG/ML Injectable Solution [Fenghaifen],pressors
44087152,OMOP1081783,Vasopressin (USP) 20 UNT/ML Injectable Solution [Pressyn Ar],pressors
42966542,OMOP4693001,Dopamine 2 MG/ML,pressors
21058938,OMOP318120,50 ML Milrinone 0.4 MG/ML Injection,pressors
44181215,OMOP3057938,Dobutamine 250 MG Injectable Suspension [Dobutamin Hexal] Box of 1,pressors
35132382,OMOP4789608,Dobutamine 1 MG/ML Prefilled Syringe [Dobupum],pressors
41180053,OMOP2378015,Dopamine 10 MG/ML Injectable Solution Box of 300,pressors
43040982,OMOP4856012,10 ML Dopamine 5 MG/ML Injectable Solution Box of 50 by Mylan,pressors
35157159,OMOP4814166,Dopamine 3 MG/ML [Catabon],pressors
41391135,OMOP2589097,50 ML Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10,pressors
21111300,OMOP361507,Milrinone 1 MG/ML Prefilled Syringe [Primacor] Box of 10,pressors
43646858,OMOP796545,20 ML Dobutamine 14 MG/ML Injection Box of 20,pressors
35781607,OMOP2783068,10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10 by Sanofi,pressors
43693864,OMOP959025,Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10,pressors
2025281,OMOP4923867,250 ML dobutamine 1 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
21128265,OMOP328401,250 ML Dopamine 1.6 MG/ML Prefilled Syringe by Abbott,pressors
43184112,OMOP494290,Dobutamine Prefilled Syringe [DOBUTAMINE MYLAN],pressors
41372950,OMOP2570912,10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma],pressors
43197165,OMOP516027,10 ML Milrinone 1 MG/ML Prefilled Syringe [COROTROPE],pressors
41352357,OMOP2550319,5 ML Dopamine 40 MG/ML Injectable Solution Box of 10,pressors
43611623,OMOP814787,50 ML Dobutamine 5.6 MG/ML Injectable Solution Box of 2,pressors
36418515,OMOP4760823,20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex],pressors
36811509,OMOP4825544,Milrinone 1 MG/ML Injection [Primacor],pressors
21157288,OMOP318132,50 ML Milrinone 0.6 MG/ML Injection,pressors
43711752,OMOP958998,Dobutamine 0.528 MG/MG Injectable Solution [Dobutamin-Ratiopharm],pressors
35154931,OMOP4811952,Dobutamine 6 MG/ML [Dobupum],pressors
41240991,OMOP2438953,Milrinone 1.42 MG/ML Injectable Solution,pressors
41304347,OMOP2502309,Dobutamine 14 MG/ML Injectable Solution Box of 50,pressors
2024778,OMOP4923360,500 ML dopamine 1 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
40867719,OMOP2065681,Dopamine 10 MG/ML Injectable Solution Box of 30,pressors
36895352,OMOP994094,5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 50,pressors
41172000,OMOP2369962,Milrinone 1.42 MG/ML [Milrinon Hikma],pressors
43264543,OMOP564637,20 ML Dobutamine 12.5 MG/ML Injection Box of 10,pressors
42918891,OMOP4645769,250 ML Dopamine 3.2 MG/ML / Glucose 50 MG/ML Injectable Solution [CJ DOPAMINE HCL PREMIX],pressors
40716243,OMOP4740900,5 ML Dopamine 40 MG/ML Injectable Solution by Pfizer,pressors
35146517,OMOP4803595,Dobutamine 3 MG/ML Injectable Solution [Dobutrex],pressors
36054968,OMOP4980276,20 ML dobutamine 12.5 MG/ML Injectable Solution [Dobutrex] Box of 1 by Eli Lilly,pressors
41399631,OMOP2597593,50 ML Dobutamine 5 MG/ML Injectable Solution Box of 5,pressors
44115392,OMOP1110023,Dopamine 0.8 MG/ML / Glucose 50 MG/ML Injection by Baxter,pressors
42628996,1791861,50 ML milrinone lactate 1 MG/ML Injection,pressors
36808895,OMOP4822935,10 ML Milrinone 1 MG/ML Injection by Stragen,pressors
43838954,OMOP671707,Milrinone Injection [Unacor],pressors
40035704,374370,dobutamine Injectable Solution,pressors
43755609,OMOP814240,50 ML Dopamine 5 MG/ML Injection [Dopamin Carino] by Carinopharm,pressors
36420031,OMOP4762318,Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1,pressors
43711324,OMOP951204,Dopamine 20 MG/ML [Dopamin Carino],pressors
43138642,OMOP481269,Dopamine 40 MG/ML [DOPAMINE RENAUDIN],pressors
