concept_class_id,concept_code,concept_id,concept_name,domain_id,standard_concept,valid_end_date,valid_state_date,vocabulary_id
Lab Test,17519-0,3038128,Respiratory syncytial virus IgM Ab [Titer] in Cerebral spinal fluid,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,60266-4,40763321,Human metapneumovirus RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/8/10,LOINC
Lab Test,85532-0,36203376,Influenza virus A whole genome [Nucleotide sequence] in Isolate by Sequencing,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,80594-5,21493381,Parainfluenza virus 3 NP gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP258312-0,36204605,Influenza virus A H6 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,72885-7,43534059,Respiratory syncytial virus Ag [Presence] in Nasopharynx by Rapid immunoassay,Measurement,S,12/31/99,1/23/13,LOINC
LOINC Hierarchy,LP258414-4,36205249,Influenza virus A N3 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39310-8,3041914,Influenza virus A H9 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP28879-2,36206464,Respiratory syncytial virus A,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,57985-4,40761091,Influenza virus A H2 RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,11/18/09,LOINC
Lab Test,77390-3,46236091,Respiratory syncytial virus Ag [Presence] in Nasopharynx by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,49529-1,3032966,Influenza virus A Ag [Presence] in Isolate by Immunofluorescence,Measurement,S,12/31/99,7/6/07,LOINC
Lab Test,40983-9,3038516,Parainfluenza virus 1 IgG Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,5/6/05,LOINC
Lab Test,39302-5,3040353,Influenza virus A H15 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP91478-5,40778533,Respiratory syncytial virus | XXX,Observation,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259793-0,36204601,Influenza virus A England | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,55465-9,40758594,Influenza virus A H1 2009 pandemic RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP19192-1,40772807,Parainfluenza virus 1+2+3,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,43840-8,3042770,Influenza virus B IgM Ab [Presence] in Serum,Measurement,S,12/31/99,2/20/06,LOINC
Lab Test,47450-2,3050384,Influenza virus A H15 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,24216-4,3013161,Influenza virus A Ab [Titer] in Serum by Complement fixation --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP65709-5,40784865,Influenza virus A polymerase B1 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,24215-6,3009640,Influenza virus A Ab [Titer] in Serum by Complement fixation --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,7932-7,3022225,Influenza virus C Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,7920-2,3027774,Influenza virus A Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,11263-1,3009866,Parainfluenza virus 3 IgM Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,31929-3,3000425,Parainfluenza virus Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,22096-2,3016669,Influenza virus A Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,43837-4,3042885,Influenza virus A IgG Ab [Presence] in Serum,Measurement,S,12/31/99,2/20/06,LOINC
Lab Test,42983-7,3032138,Parainfluenza virus 4 IgG Ab [Presence] in Serum,Measurement,S,12/31/99,11/11/05,LOINC
Lab Test,47448-6,3050395,Influenza virus A H13 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP51793-5,40777609,Influenza Virus A Neuraminidase | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,53381-0,3039903,Influenza virus A Ab [Identifier] in Serum,Measurement,S,12/31/99,6/2/08,LOINC
Lab Test,6635-7,3018029,Influenza virus A England Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,4/24/96,LOINC
Lab Test,44576-7,3043038,Influenza virus B Ag [Presence] in Bronchial specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259161-0,36206131,Influenza virus A H3 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,81305-5,21495063,Influenza virus A H1 2009 pandemic RNA [Cycle Threshold #] in Respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,85552-8,36203391,Influenza virus A porcine origin nucleoprotein IgA Ab/Positive control in Unspecified specimen by Immunoassay,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,39303-3,3041725,Influenza virus A H2 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP17161-8,36205245,Influenza virus A Bangkok,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,67811-0,40770413,Parainfluenza virus 4 Ag [Presence] in Isolate by Immunofluorescence,Measurement,S,12/31/99,8/15/11,LOINC
Lab Test,85801-9,36203601,Influenza virus B Yamagata lineage Ag [Titer] in Isolate by Hemagglutination inhibition,Measurement,S,12/31/99,6/23/17,LOINC
LOINC Hierarchy,LP258853-3,36204604,Influenza virus A H5 Asian | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,81320-4,21492884,Influenza virus A H5 Asian RNA [Cycle Threshold #] in Respiratory specimen by Probe with target amplification using primer-probe set H5a,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP258848-3,36204618,Influenza virus B | Trachea,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,15391-6,3003533,Parainfluenza virus 1 IgM Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,86565-9,36204255,Influenza virus A Ag [Presence] in Tissue by Immunofluorescence,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,9533-1,3019860,Influenza virus A IgM Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,77383-8,46235793,Influenza virus A Ag [Presence] in Bronchoalveolar lavage by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,31928-5,3005880,Parainfluenza virus 3 Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,49526-7,3032221,Influenza virus A H5 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,15444-3,3012961,Influenza virus A Ab [Presence] in Serum by Immune diffusion (ID),Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,82171-0,21493337,Parainfluenza virus 1 RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,47312-4,3050350,Influenza virus A IgM Ab [Units/volume] in Serum by Immunoassay,Measurement,S,12/31/99,11/8/06,LOINC
LOINC Hierarchy,LP259595-9,36208689,Influenza virus A H1 2009 pandemic and Influenza virus A swine origin | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,21442-9,3012406,Parainfluenza virus identified in Nose by Organism specific culture,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,34153-7,3045487,Influenza virus A Ab [Units/volume] in Unspecified specimen,Measurement,S,12/31/99,6/18/03,LOINC
Lab Test,47456-9,3051353,Influenza virus A H7 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,6436-0,3026753,Influenza virus A+B Ag [Presence] in Throat by Immunofluorescence,Measurement,S,12/31/99,12/21/95,LOINC
Lab Test,60529-5,40763583,Influenza virus A H1 2009 pandemic Ab [Titer] in Serum,Measurement,S,12/31/99,8/25/10,LOINC
Lab Test,67809-4,40770411,Parainfluenza virus 2 Ag [Presence] in Isolate by Immunofluorescence,Measurement,S,12/31/99,8/15/11,LOINC
LOINC Hierarchy,LP91476-9,40785203,Parainfluenza virus 2 | XXX,Observation,C,12/31/99,1/1/70,LOINC
Lab Test,5863-6,3024400,Influenza virus A Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP256816-2,36206459,Parainfluenza virus A | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258413-6,36204610,Influenza virus A N2 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260622-8,36209992,Influenza virus B Victoria lineage | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259834-2,36206467,Respiratory syncytial virus | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,47315-7,3052846,Influenza virus B IgM Ab [Units/volume] in Serum by Immunoassay,Measurement,S,12/31/99,11/8/06,LOINC
Lab Test,44010-7,3046562,Influenza virus A and B Ab [Interpretation] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,33382-3,3030958,Respiratory syncytial virus Ab [Titer] in Cerebral spinal fluid,Measurement,S,12/31/99,12/10/02,LOINC
LOINC Hierarchy,LP257823-7,36208706,Influenza virus B | Throat,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5866-9,3011688,Influenza virus B Ag [Presence] in Unspecified specimen by Immunoassay,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258412-8,36208697,Influenza virus A N1 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,80588-7,21493375,Influenza virus A M gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,86569-1,36204259,Influenza virus A RNA [Presence] in Tissue by Probe and target amplification method,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,22467-5,3008586,Respiratory syncytial virus IgM Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,41990-3,3033138,Parainfluenza virus 4 IgG Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,7/29/05,LOINC
LOINC Hierarchy,LP258843-4,36207802,Influenza virus A+B | Bronchial,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,33045-6,3046856,Respiratory syncytial virus Ag [Presence] in Nose,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,49012-8,3049508,Influenza virus A and B identified in Unspecified specimen by Bioassay,Measurement,S,12/31/99,4/25/07,LOINC
LOINC Hierarchy,LP258311-2,36208696,Influenza virus A H7 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,50697-2,3028969,Influenza virus A Ag [Identifier] in Isolate,Measurement,S,12/31/99,10/16/07,LOINC
Lab Test,80590-3,21493377,Influenza virus A H3 HA gene [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,77384-6,46236085,Influenza virus B Ag [Presence] in Bronchoalveolar lavage by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,34487-9,3044938,Influenza virus A RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260078-3,36204633,Parainfluenza virus 4 | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259590-0,36206153,Parainfluenza virus 3 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,76087-6,46235766,Parainfluenza virus 4 RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/29/15,LOINC
Lab Test,57325-3,40760444,Influenza virus A IgG Ab [Units/volume] in Serum by Immunoassay --2nd specimen,Measurement,S,12/31/99,10/6/09,LOINC
LOINC Hierarchy,LP216065-5,21496259,Parainfluenza virus 2 L gene | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,38381-0,3047713,Influenza virus A cDNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP36662-2,42530631,Influenza virus A and B,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,82170-2,21493336,Influenza virus B RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,14129-1,3001226,Respiratory syncytial virus [Presence] in Nose by Organism specific culture,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260077-5,36209445,Parainfluenza virus 3 | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,49078-9,3049879,Influenza virus B IgM Ab [Mass/volume] in Cerebral spinal fluid,Measurement,S,12/31/99,5/4/07,LOINC
Lab Test,77025-5,46236735,Rhinovirus RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,39298-5,3038392,Influenza virus A H11 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,44569-2,3043286,Influenza virus B Ab [Presence] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259455-6,36204607,Influenza virus A H1 2009 pandemic | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39296-9,3041589,Influenza virus A H1 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,53253-1,3041077,Parainfluenza virus 2 RNA [#/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/15/08,LOINC
Lab Test,85533-8,36203377,Influenza virus A porcine origin nucleoprotein IgG Ab/Positive control in Unspecified specimen by Immunoassay,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,41142-1,3040881,Influenza virus A N1 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP261239-0,36205258,Influenza virus B | Tissue and Smears,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258842-6,36204614,Influenza virus A | Trachea,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260113-8,36206152,Parainfluenza virus 3 | Bronchoalveolar lavage,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,47313-2,3052509,Influenza virus A IgG Ab [Units/volume] in Serum by Immunoassay,Measurement,S,12/31/99,11/8/06,LOINC
LOINC Hierarchy,LP259795-5,36209418,Influenza virus A Victoria | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,29417-3,3037780,Parainfluenza virus 1 Ab [Titer] in Body fluid,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP216063-0,21497148,Influenza virus B NS gene | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,40980-5,3038872,Human metapneumovirus IgG Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,5/6/05,LOINC
Lab Test,81308-9,21495066,Influenza virus A RNA [Cycle Threshold #] in Respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,55098-8,40758228,Parainfluenza virus 2 [Presence] in Unspecified specimen by Organism specific culture,Measurement,S,12/31/99,2/4/09,LOINC
LOINC Hierarchy,LP258406-0,36206427,Influenza virus A H4 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,77385-3,46236086,Parainfluenza virus 1 Ag [Presence] in Bronchoalveolar lavage by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
LOINC Hierarchy,LP258527-3,36207813,Parainfluenza virus 4 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,6641-5,3008023,Influenza virus A Mississippi Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,4/24/96,LOINC
Lab Test,68986-9,40771512,Influenza virus A H5a RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,9/30/11,LOINC
Lab Test,42984-5,3034048,Parainfluenza virus 1 Ab [Titer] in Serum --2nd specimen,Measurement,S,12/31/99,11/11/05,LOINC
LOINC Hierarchy,LP258841-8,36208703,Influenza virus A | Nose,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,77386-1,46236087,Parainfluenza virus 2 Ag [Presence] in Bronchoalveolar lavage by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,31437-7,3015147,Influenza virus A IgG Ab [Units/volume] in Serum,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,39311-6,3044561,Influenza virus A N1 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,30148-1,3000783,Respiratory syncytial virus Ab [Presence] in Serum --2nd specimen,Measurement,S,12/31/99,8/30/01,LOINC
Lab Test,40989-6,3041059,Respiratory syncytial virus IgG Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,5/6/05,LOINC
Lab Test,60415-7,40763470,Parainfluenza virus 4 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/13/10,LOINC
LOINC Hierarchy,LP260074-2,36207800,Influenza virus A | Bronchoalveolar lavage,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP257724-7,36206466,Respiratory syncytial virus A | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258783-2,36208702,Influenza virus A | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258417-7,36208699,Influenza virus A N6 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,31860-0,3022193,Influenza virus A+B Ag [Presence] in Throat,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,80597-8,21493384,Respiratory syncytial virus A 5 UTR RNA [Presence] in Nasopharynx by Probe and target amplification method',Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP257022-6,36209446,Parainfluenza virus | Nose,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,24293-3,3021822,Parainfluenza virus 1 Ab [Titer] in Serum --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,39305-8,3040081,Influenza virus A H4 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,15390-8,3000836,Parainfluenza virus 1 IgM Ab [Presence] in Serum,Measurement,S,12/31/99,3/19/98,LOINC
LOINC Hierarchy,LP65664-2,44787722,Influenza virus A matrix protein,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,40982-1,3038288,Influenza virus B RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/6/05,LOINC
Lab Test,39315-7,3041299,Influenza virus A N5 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259794-8,36204602,Influenza virus A Port Chalmers | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259814-4,36205292,Parainfluenza virus 4a | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,77028-9,46236738,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,6637-3,3014185,Influenza virus A Victoria Ab [Units/volume] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,4/24/96,LOINC
LOINC Hierarchy,LP259221-2,36207821,Respiratory syncytial virus | Tissue and Smears,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,47443-7,3053142,Influenza virus A Ab [Presence] in Egg yolk,Measurement,S,12/31/99,11/20/06,LOINC
Lab Test,80596-0,21493383,Rhinovirus 5 UTR RNA [Presence] in Nasopharynx by Probe and target amplification method',Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,67810-2,40770412,Parainfluenza virus 3 Ag [Presence] in Isolate by Immunofluorescence,Measurement,S,12/31/99,8/15/11,LOINC
Lab Test,61102-0,40763863,Influenza virus A and B Ag [Identifier] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259166-9,36206134,Influenza virus A | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,17518-2,3037590,Respiratory syncytial virus IgG Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260510-5,36207822,Respiratory syncytial virus | Upper respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,57327-9,40760446,Influenza virus A IgM Ab [Units/volume] in Serum by Immunoassay --2nd specimen,Measurement,S,12/31/99,10/6/09,LOINC
Lab Test,15392-4,3002438,Parainfluenza virus 2 IgG Ab [Presence] in Serum,Measurement,S,12/31/99,3/19/98,LOINC
LOINC Hierarchy,LP17714-4,40795936,Rhinovirus,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,47232-4,3050646,Influenza virus A Ab [Presence] in Serum --1st specimen,Measurement,S,12/31/99,10/17/06,LOINC
LOINC Hierarchy,LP258383-1,36207428,Human metapneumovirus | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,72266-0,43055231,Influenza virus A IgA Ab [Units/volume] in Serum by Immunoassay,Measurement,S,12/31/99,8/31/12,LOINC
Lab Test,41134-8,3042067,Influenza virus A N9 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,22466-7,3015057,Respiratory syncytial virus Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,76086-8,46235765,Parainfluenza virus 3 RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/29/15,LOINC
LOINC Hierarchy,LP65708-7,36205250,Influenza virus A polymerase A | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,43851-5,3043239,Influenza virus A IgA Ab [Presence] in Serum,Measurement,S,12/31/99,2/20/06,LOINC
Lab Test,24219-8,3014593,Parainfluenza virus 1 Ab [Titer] in Serum by Complement fixation --1st specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,46082-4,3046524,Influenza virus A Ag [Presence] in Nasopharynx by Immunoassay,Measurement,S,12/31/99,5/18/06,LOINC
Lab Test,77027-1,46236737,Influenza virus A H3 RNA [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,44565-0,3043538,Influenza virus A+B Ab [Presence] in Serum,Measurement,S,12/31/99,3/9/06,LOINC
Lab Test,17013-4,3009115,Influenza virus A+B Ab [Units/volume] in Serum by Immunofluorescence,Measurement,S,12/31/99,6/4/98,LOINC
Lab Test,5875-0,3019907,Respiratory syncytial virus Ag [Presence] in Throat by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,57328-7,40760447,Influenza virus B IgM Ab [Units/volume] in Serum by Immunoassay --1st specimen,Measurement,S,12/31/99,10/6/09,LOINC
Lab Test,31950-9,3001684,Respiratory syncytial virus Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP14243-7,40782504,Parainfluenza virus 3,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260114-6,36209419,Influenza virus A H5 icA | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259568-6,36205244,Influenza virus A hemagglutinin type | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP256758-6,36209435,Influenza virus B | Cerebral spinal fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,31925-1,3016196,Parainfluenza virus 2 Ag [Presence] in Throat,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP256756-0,36206431,Influenza virus A | Cerebral spinal fluid,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258415-1,36208698,Influenza virus A N4 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259167-7,36207792,Influenza virus A hemagglutinin type | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39304-1,3041865,Influenza virus A H3 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,15389-0,3034468,Parainfluenza virus 1 IgG Ab [Presence] in Serum,Measurement,S,12/31/99,3/19/98,LOINC
Lab Test,77389-5,46236090,Respiratory syncytial virus Ag [Presence] in Bronchoalveolar lavage by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,47446-0,3051916,Influenza virus A H11 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,43895-2,3045831,Influenza virus B Ag [Presence] in Nasopharynx,Measurement,S,12/31/99,2/20/06,LOINC
Lab Test,82166-0,21493332,Influenza virus A RNA [Presence] in Nasopharynx by Target amplification with non-probe based detection,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,55133-3,40758263,Influenza virus A hemagglutinin cDNA [Identifier] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,2/20/09,LOINC
Lab Test,41137-1,3040669,Influenza virus A N6 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,46083-2,3043362,Influenza virus B Ag [Presence] in Nasopharynx by Immunoassay,Measurement,S,12/31/99,5/18/06,LOINC
Lab Test,44562-7,3047276,Influenza virus A Ag [Presence] in Bronchial specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,22827-0,3020346,Influenza virus A subtype [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP35175-6,40779664,Influenza virus A H2,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP14402-9,40789127,Influenza virus A+B,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,17517-4,3019081,Respiratory syncytial virus IgG Ab [Titer] in Cerebral spinal fluid,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258407-8,36208694,Influenza virus A H5 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259816-9,36207776,Human metapneumovirus A | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP35182-2,40786312,Influenza virus A H9,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,76088-4,46235767,Respiratory syncytial virus RNA [Presence] in Bronchoalveolar lavage by Probe and target amplification method,Measurement,S,12/31/99,6/29/15,LOINC
Lab Test,50329-2,3032425,Respiratory syncytial virus Ag [Presence] in Tissue by Immune stain,Measurement,S,12/31/99,9/12/07,LOINC
Lab Test,30147-3,3005305,Respiratory syncytial virus Ab [Presence] in Serum --1st specimen,Measurement,S,12/31/99,8/30/01,LOINC
Lab Test,22826-2,3001507,Influenza virus A identified in Unspecified specimen by Bioassay,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,43874-7,3044141,Influenza virus A Ag [Presence] in Nasopharynx,Measurement,S,12/31/99,2/20/06,LOINC
